Kód_obce;volebný_obvod;poradie_na_hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
528111;1;9;Rastislav;Krajčovič;;48;predajca náhradných dielov;136;62
528111;1;10;Erika;Kuková;Mgr.;49;zdravotná sestra;135;73
528111;1;11;Matej;Kukuruc;Ing.;32;elektrošpecialista senior;001;134
528111;1;12;Štefan;Lenard;;48;ohýbač plechov;106;82
528111;1;13;Mária;Marcinová;;45;zdravotnícka laborantka;106;115
528111;1;14;Katarína;Mischurová;Ing.;51;ekonómka;139;105
528111;1;15;Kvetoslava;Nemčíková;Bc.;67;dôchodkyňa;136;72
528111;1;16;Monika;Princzová;Mgr.;51;sestra;001;49
528111;1;17;Jozef;Pulko;;50;nezamestnaný;001;91
528111;1;18;Alexandra;Pulková;;38;asistentka podpory zdravia;136;85
528111;1;19;Anna;Senyková;Bc.;60;zdravotná sestra;001;106
528111;1;20;Jaroslav;Tipan;;55;invalidný dôchodca;001;107
528111;1;21;Michal;Tipan;;52;nezamestnaný;001;81
528129;1;1;Katarína;Albertová;;35;opatrovateľka;137;24
528129;1;2;Gejza;Csizmadia;Ing.;60;živnostník;145;95
528129;1;3;Beáta;Csizmadiová;PhDr.;48;referentka;136;80
528129;1;4;Peter;Fedor;Bc.;35;udržbár;145;73
528129;1;5;Dávid;Hančovský;;28;vodič - RZPF,RLP;145;56
528129;1;6;Ladislav;Hrenyo;Ing., PhD.;62;agronóm;145;72
528129;1;7;Csaba;Lipan;;51;štátny zamestnanec;001;86
528129;1;8;Gejza;Šereš;;67;dôchodca;145;64
528129;1;9;Alexander;Šipoš;Ing.;69;dôchodca;136;61
528129;1;10;Andrej;Tóth;;43;profesionálny vojak;001;57
528129;1;11;Marko;Tóth;;20;nezamestnaný;106;21
528129;1;12;Silvia;Tóthová;;43;administratívna pracovníčka;106;48
528137;1;1;Daniel;Behunčík;;36;bezpečnostný pracovník;145;132
528137;1;2;Viktória;Behunčíková;Mgr.;34;samostatná radkyňa;145;68
528137;1;3;Michal;Dobrovský;;43;nezamestnaný;001;95
528137;1;4;Attila;Gilányi;;45;vodič;145;113
528137;1;5;Zuzana;Juhászová;;40;nezamestnaná;001;76
528137;1;6;Annamária;Krajníková;RNDr., PhD.;38;učiteľka;001;85
528137;1;7;Gabriel;Pallai;;37;poriečny;145;122
528137;1;8;Katarína;Titková;Mgr.;57;učiteľka;001;119
528137;1;9;Attila;Tóth;;42;poriečny;145;76
528145;1;1;Marianna;Babiaková Kapcalová;Mgr., PhD.;42;riaditeľka spoločnosti;106;253
528145;1;2;Tibor;Biačko;;59;dôchodca;001;140
528145;1;3;Bernadeta;Dorová;Ing.;35;špecialistka náborov;001;225
528145;1;4;Michal;Ficu;;49;sprievodca osobnej dopravy;111;151
528145;1;5;Miroslav;Gábor;;38;súkromný podnikateľ;145;258
528145;1;6;Štefan;Helmeczi;;31;operátor;145;254
528145;1;7;Ján;Holub;Mgr.;40;komerčný pracovník;001;267
528145;1;8;Tímea;Holubová;;47;hlavná referentka;145;262
528145;1;9;Ján;Hrab;;40;posunovač;145;249
528145;1;10;Ján;Nádasi;;53;odčítač vodomerov;145;287
528145;1;11;Štefan;Paluba;;49;nezamestnaný;145;284
528145;1;12;Valéria;Perhácsová;;57;pokladníčka;145;244
528145;1;13;Peter;Rico;Ing., DBA., LL.M;44;elektrotechnik špecialista;145;223
528145;1;14;Pavel;Salamon;;48;návestný majster;001;178
528145;1;15;Renáta;Spišáková;;43;vedúca predajne;001;183
528145;1;16;Ladislav;Strutinsky;;60;invalidný dôchodca;001;102
528145;1;17;Martin;Szabó;Ing.;41;výpravca;001;158
528145;1;18;Štefan;Szabó;;56;nezamestnaný;001;50
528145;1;19;Jennifer;Szabová Tarrová;Ing.;30;riaditeľka pobočky banky;001;159
528145;1;20;Eleonóra;Šipošová;PaedDr.;70;dôchodkyňa;001;226
528145;1;21;Bianka;Vašková;MUDr.;27;lekárka;145;203
528153;1;1;Dana;Bandurová;;55;pomocná sila v kuchyni;135;55
528153;1;2;Angela;Fucsková;;62;vychovávateľka;145;112
528153;1;3;Ladislav;Garay;Ing.;53;výsluhový dôchodca;145;79
528153;1;4;Valéria;Horóckyová;PhDr., MPH.;45;záchranárka;152;156
528153;1;5;Július;Kováč;;55;pracovník SBS;136;98
528153;1;6;Alexander;Lipán;;23;technický zamestnanec;106;99
528153;1;7;Jaroslav;Valuš;;34;vodič;145;40
528153;1;8;Patrícia;Zelenáková;;21;študentka;145;92
528153;1;9;Štefan;Zselenák;;36;signalista;145;126
528153;1;10;Annamária;Želenáková;;26;zdravotnícka laborantka;145;172
528161;1;1;Alexander;Balogh;;38;zamestnanec SOŠ;145;135
528161;1;2;Eleonóra;Geriová;DiS.art.;46;zamestnankyňa ZUS;145;135
528161;1;3;Agnesa;Kerékgyártóová;;60;invalidná dôchodkyňa;136;124
528161;1;4;Csaba;Nagy;;51;zamestnanec ŽSR;145;126
528161;1;5;Kristian;Očenáš;;41;štátny zamestnanec;145;137
528161;1;6;Ľubomíra;Paňková;;60;nezamestnaná;001;114
528161;1;7;Ján;Volenský;;48;zamestnanec ŽSR;145;141
528170;1;1;Norbert;Balogh;Ing.;42;revízny technik;136;276
528170;1;2;Juraj;Baník;;54;automechanik;137;96
528170;1;3;Enikő;Baratiová;Mgr.;43;učiteľka;001;178
528170;1;4;Jozef;Beláz;;57;súkromný podnikateľ;001;341
528170;1;5;Július;Csonka;Mgr.;53;programátor;001;240
528170;1;6;Martin;Čopak;;38;policajt;001;216
528170;1;7;František;Džubák;Ing.;60;dôchodca;106;270
528170;1;8;Laura;Francková;Mgr.;28;učiteľka;119;44
528170;1;9;Štefan;Kavčák;;51;majster pre opravy;106;312
528170;1;10;István;Laczko;;38;vedúci posunu;145;124
528170;1;11;Attila;Leško;Bc.;52;živnostník;135;170
528170;1;12;Zuzana;Lyenová;Ing.;53;podnikateľka;001;78
528170;1;13;Martin;Palko;;46;vozmajster;136;307
528170;1;14;Róbert;Rudik;;42;strojník;145;87
528170;1;15;Marián;Suchoža;;49;operátor;111;238
528170;1;16;Mark;Szabó;;21;zdravotnícky záchranár;135;110
528170;1;17;Zsolt;Šandor;;40;robotník prevádzky;135;119
528170;1;18;Tibor;Takáč;;73;dôchodca;152;74
528170;1;19;Miroslav;Torkoš;;48;posunovač;135;80
528170;1;20;Zuzana;Veszprémi;Ing.;49;ekonómka;001;136
528188;1;1;Zsolt;Bajusz;;49;vodohospodár;001;227
528188;1;2;Katalin;Dobos;;47;vedúca školskej jedálne;145;234
528188;1;3;Štefan;Fazekas, ml.;;42;strojník;001;163
528188;1;4;František;Gatyás;;23;nezamestnaný;001;134
528188;1;5;Kornélia;Hajduová;;35;nezamestnaná;001;139
528188;1;6;Andrej;Járosi;;54;posunovač;145;228
528188;1;7;František;Jurovsky;;61;poriečny;001;255
528188;1;8;Mikuláš;Kótka;;49;montér vodovodov;136;162
528188;1;9;Zsolt;Kun;;50;referent dopravy;001;251
528188;1;10;Štefan;Lakatos;;45;zámočník - zvárač;001;204
528188;1;11;Csaba;Lippai;Mgr.;50;policajt;001;218
528188;1;12;Gergely;Miczák;;41;hasič - záchranár;001;201
528188;1;13;Gabriel;Pribék;;56;vozmajster;001;92
528188;1;14;Ľudovít;Pribék;;55;traťový robotník;001;88
528188;1;15;Florián;Szakács;;45;rušňovodič;001;240
528188;1;16;František;Szakács;;70;dôchodca;001;94
528188;1;17;František;Tippan;;41;nezamestnaný;001;91
528200;1;1;Marek;Balog;;36;starosta;001;131
528200;1;2;Rudolf;Balog;;29;poľnohospodár;135;149
528200;1;3;Anna;Balogová;Mgr.;36;konateľka spoločnosti;001;154
528200;1;4;Ladislav;Feterik;;43;elektrikár;145;148
528200;1;5;Matúš;Galya;;25;bankár;001;83
528200;1;6;Michal;Hudák;;31;strojár;001;87
528200;1;7;Lukáš;Kucharčík;;31;vojak;001;83
528200;1;8;Ján;Lasek;;43;vodič;136;150
528200;1;9;Michal;Maco;;46;údržbár;145;107
528200;1;10;Attila;Mjoroš;;51;opatrovateľ;106;121
528200;1;11;Gabriel;Rašky;;54;výrobný robotník;106;92
528200;1;12;Marek;Rostáš;;19;nezamestnaný;134;10
528200;1;13;Ida;Szücs Gazdaghová;Mgr.;34;psychologička;106;106
528200;1;14;Marek;Šepeľák;;45;zdravotník;001;73
528200;1;15;Andrea;Tirpáková;Mgr.;44;nezamestnaná;001;87
528200;1;16;Milan;Ujházy;;48;stavebný robotník;001;100
528200;1;17;Atila;Vinclér;Mgr.;24;špeciálny pedagóg;106;135
528200;1;18;Ladislav;Zrebňák;;44;živnostník;145;145
528218;1;1;Štefan;Beľuš;Ing.;55;kontrolór výroby;106;86
528218;1;2;Jozef;Janči;;58;balič;136;107
528218;1;3;Eva;Köverová;;27;učiteľka;106;81
528218;1;4;Kamil;Krajcár;;50;zámočník;106;98
528218;1;5;Pavol;Polák;;58;elektrikár;106;89
528218;1;6;Mária;Sančiová;;63;dôchodkyňa;106;73
528218;1;7;Helena;Šandorová;;64;vedúca predajne;106;71
528218;1;8;Miroslav;Vincej;Ing.;38;ozbrojený príslušník finančnej správy;145;78
528218;1;9;Matej;Zajac;;20;študent;106;85
528226;1;1;Peter;Bodis;;34;signalista;001;69
528226;1;2;Marianna;Ceperková;;33;opatrovateľka;116;74
528226;1;3;Slavomír;Maťaš;;26;návestný majster;001;84
528226;1;4;Peter;Michalko;;28;technológ;116;46
528226;1;5;Michal;Raček;Ing.;43;programátor;124;47
528226;1;6;Lucia;Račeková;Ing.;40;chovateľka koní;124;55
528234;1;1;Mikuláš;Andráš;Ing.;63;dôchodca;106;205
528234;1;2;Eva;Balogová;;57;pôrodná asistentka;111;290
528234;1;3;Tomáš;Bicák;;29;podnikateľ;136;158
528234;1;4;Michaela;Czeranková;Bc.;29;učiteľka;001;325
528234;1;5;Milan;Čermák;MUDr.;62;zubný lekár;001;349
528234;1;6;Jozef;Goga;;54;zmenový majster;136;259
528234;1;7;Štefan;Kačurák;Mgr.;42;referent pre IT;124;307
528234;1;8;Štefan;Kočiš;;54;elektromontér;106;188
528234;1;9;Bibiána;Melinčáková;;46;detská sestra;001;331
528234;1;10;Ladislav;Slovjak;EMBA;68;starosta;106;204
528234;1;11;Maroš;Šiket;Mgr.;34;vedúci technického úseku a správca budov;124;214
528234;1;12;Ivan;Varga;;33;podnikateľ;001;268
528242;1;1;Silvia;Feketeová;Mgr.;47;pedagogická asistentka;106;73
528242;1;2;Ján;Kasoni;;39;stavebný technik;111;80
528242;1;3;Ondrej;Kseňák;Mgr.;42;vyšetrovateľ PZ;001;141
528242;1;4;Marek;Michalko;;48;vodič;106;96
528242;1;5;Peter;Mudrý;;51;živnostník;135;112
528242;1;6;Marek;Rusnák;;48;vodič;136;127
528242;1;7;Petra;Ščerbová;Ing.;31;personalistka;106;100
528242;1;8;Tomáš;Vojtko;Ing.;33;štátny zamestnanec;001;117
528251;1;1;Martin;Boroš;;43;železničiar;106;194
528251;1;2;Maroš;Džupina;;54;vodič;136;168
528251;1;3;Tomáš;Džupina;;26;rušňovodič;136;122
528251;1;4;Pavol;Horňák;;43;živnostník;111;116
528251;1;5;Marek;Iľko;PhDr.;41;referent;111;114
528251;1;6;Lukáš;Kempec;Mgr.;34;živnostník;111;147
528251;1;7;Juraj;Rešetár;;50;predavač;120;144
528251;1;8;Marián;Takáč;;44;vinár;106;162
528269;1;1;Gabriela;Došová;;43;konateľka s.r.o.;001;44
528269;1;2;Angela;Kálmánová;;55;starostka obce;106;13
528269;1;3;Kristián;Kováč;;43;vodič autobusu;106;42
528269;1;4;Ladislav;Lévai;;34;vodič autobusu;106;48
528269;1;5;Kristína;Pappová Rosohová;Mgr.;40;učiteľka;106;42
528269;1;6;Ladislav;Zádori;;48;vodič autobusu;106;47
528277;1;1;Róbert;Bodnár;;37;informatik;145;258
528277;1;2;Mikuláš;Brutovský;Ing.;64;poľnohospodár;001;207
528277;1;3;Gabriel;Demko;;57;invalidný dôchodca;145;239
528277;1;4;Tibor;Erdélyi;;40;živnostník;145;114
528277;1;5;Daniel;Ferkó;;25;tlačiar;145;58
528277;1;6;Ferdinand;Hornyák;;44;hasič;001;180
528277;1;7;Monika;Káššová;Mgr.;35;podnikateľka;001;158
528277;1;8;Robert;Kišš;;45;technik;119;223
528277;1;9;Július;Marko;;49;nezamestnaný;145;203
528277;1;10;Emőke;Očenášová;;35;učiteľka;001;141
528277;1;11;Imrich;Pastirák;;57;výsluhový dôchodca;001;80
528277;1;12;Róbert;Racsko;;43;podnikateľ;001;193
528277;1;13;Peter;Rácz;;30;hasič;145;155
528277;1;14;Andrea;Szücs;;42;zdravotná sestra;119;136
528277;1;15;Štefan;Šmajda;;57;rušňovodič;145;178
528277;1;16;Attila;Tóth;;34;stavbár;136;59
528277;1;17;Jozef;Vojtko;;35;podnikateľ;111;106
528285;1;1;Attila;Balla;;31;rušňovodič;001;98
528285;1;2;František;Bort;;54;invalidný dôchodca;001;75
528285;1;3;Csaba;Galambos;;59;strojmajster;145;139
528285;1;4;Pavol;Hrab;;41;mechanik;001;45
528285;1;5;Kristian;Kalapoš;;43;dozorca spádoviska;145;120
528285;1;6;Štefan;Kassai;;43;elektromontér;001;119
528285;1;7;Roland;Kišš;;40;elektromontér;145;96
528285;1;8;Gabriela;Körmöndiová;;31;propagačná manažérka;145;143
528285;1;9;Michal;Maďari;;39;kontrolór trate;145;151
528285;1;10;Ján;Rebreš;;37;elektromontér;001;80
528293;1;1;Erika;Babiaková;;51;pracovník v doprave;103;147
528293;1;2;Jozef;Bajo;;68;dôchodca;111;74
528293;1;3;Štefan;Ballók;;41;vedúci obvodu dopravy;145;241
528293;1;4;Ladislav;Balogh;;36;hasič;103;108
528293;1;5;Zita;Baloghová;;39;invalidná dôchodkyňa;103;416
528293;1;6;Brigita;Bérešová;;47;výhybkárka;136;98
528293;1;7;Soňa;Brázdová;Ing.;66;dôchodkyňa;111;89
528293;1;8;Jaroslav;Čech;Bc.;53;rušňovodič;135;125
528293;1;9;Norbert;Demeter;Mgr.;48;policajt;001;245
528293;1;10;Júlia;Egriová;;65;dôchodkyňa;103;80
528293;1;11;Mikuláš;Gerenyi;;36;podnikateľ;135;163
528293;1;12;Ján;Kakalejčík;;42;údržbár;103;70
528293;1;13;Mária;Kecskésová;;63;dôchodkyňa;145;243
528293;1;14;Eva;Kissová;;64;učiteľka;145;268
528293;1;15;Pavol;Koči;;47;vedúci posunu;145;285
528293;1;16;Ján;Kovács;;46;vedúci predajne;001;284
528293;1;17;Zoltán;Kövér;;58;manažer;111;266
528293;1;18;Marián;Lippai;;39;operátor;106;117
528293;1;19;Iveta;Matyásová;PhDr.;48;učiteľka;106;185
528293;1;20;Tibor;Mészároš;Mgr.;44;vedúci pracoviska dopravy;145;385
528293;1;21;Attila;Molnár;;38;podnikateľ;136;120
528293;1;22;Marta;Nagyová;;64;dôchodkyňa;106;139
528293;1;23;Viktor;Palko;Ing., MBA;45;riaditeľ obchodnej spoločnosti;145;595
528293;1;24;František;Paľuch;;50;špecialista pre školenie a kvalitu;001;174
528293;1;25;Martina;Petrik;;40;opatrovateľka;103;26
528293;1;26;Štefan;Popovič;Ing.;63;inšpektor pre školenie;001;201
528293;1;27;Štefan;Román;;48;strojník;145;124
528293;1;28;Štefan;Sándor;;58;čerpár;106;80
528293;1;29;Erika;Setét Baloghová;;36;živnostníčka;103;205
528293;1;30;Peter;Szűcs;;45;policajt;001;181
528293;1;31;Viktória;Szűcsová;Ing.;30;predavačka;103;225
528293;1;32;Vojtech;Šimko;;51;nezamestnaný;136;52
528293;1;33;Bartolomej;Takáč;;67;dôchodca;152;112
528293;1;34;Róbert;Teru;;47;vozmajster;106;126
528293;1;35;Magdaléna;Timková;;69;dôchodkyňa;111;29
528293;1;36;Gejza;Tipcsák;;54;zdravotnícky záchranár;001;272
528293;1;37;Aneta;Tolvajová;;49;predavačka;145;243
528293;1;38;Marta;Vozáriková;Ing.;51;primátorka;145;413
528307;1;1;Vladislav;Bednár;;45;nezamestnaný;137;44
528307;1;2;Martin;Dančej;Ing.;48;technik;118;139
528307;1;3;Gabriel;Gáľa;;49;vodič;137;26
528307;1;4;Milan;Juhás;Ing.;63;dôchodca;128;114
528307;1;5;Ján;Kark;Ing.;51;vedúci elektroúdržby;118;115
528307;1;6;Pavol;Maruniak;;39;stavbár;136;51
528307;1;7;Denisa;Maruniaková;;43;pekárka;106;51
528307;1;8;Katarína;Milkovičová;Mgr.;41;riaditeľka školy;145;113
528307;1;9;Silvia;Pappová;;39;zdravotná sestra;106;47
528307;1;10;Valéria;Sabolčáková;;38;opatrovateľka;137;21
528307;1;11;Michal;Sijka;;63;dôchodca;136;36
528307;1;12;Magdaléna;Vincová;Ing.;58;súkromná podnikateľka;135;88
528307;1;13;Dominika;Vyletelová;Mgr.;36;farmaceutka;111;36
528315;1;1;Lukáš;Antolík;Ing.;33;strojársky robotník;001;76
528315;1;2;Jozef;Bajus;;56;maliar;106;115
528315;1;3;Jana;Bakičová;Ing.;60;technička;136;47
528315;1;4;Štefánia;Bojtimová;Bc.;56;opatrovateľka;136;120
528315;1;5;Peter;Ferenčík;;58;hlavný operátor;111;146
528315;1;6;Daniel;Hodovanec;;44;podnikateľ;001;218
528315;1;7;Ľubomír;Klapák;;34;SZČO;001;108
528315;1;8;Martin;Koško;;40;profesionálny vojak;001;160
528315;1;9;Katarína;Kristianová;Mgr., Ing.;40;audítorka;111;99
528315;1;10;Ivana;Loffayová;Mgr.;42;podnikateľka;111;161
528315;1;11;Peter;Novák;Mgr.;59;pedagóg;111;163
528315;1;12;Daniel;Seman;;31;nezamestnaný;135;113
528315;1;13;Slávka;Tóthová;Mgr.;49;riaditeľka ZŠ;111;191
528315;1;14;František;Varga;;42;SZČO;104;110
528323;1;1;Zoltán;Bodnár;;42;nezamestnaný;135;99
528323;1;2;Štefan;Bohács;;36;nezamestnaný;135;57
528323;1;3;Alžbeta;Bűtiová;;51;skladmajsterka;145;121
528323;1;4;Ladislav;Cicu;;60;zvárač;135;31
528323;1;5;Mikuláš;Csoma;;36;traťový robotník;145;131
528323;1;6;Štefan;Jakab;;48;živnostník;135;63
528323;1;7;Marián;Katrinčák;;31;rušňovodič traťový strojnik;135;89
528323;1;8;Norbert;Kondás;;47;skladmajster;145;123
528323;1;9;Kornélia;Kóšiková;;46;závorárka;145;108
528323;1;10;Marián;Mižák;Ing.;59;prednosta;145;105
528331;1;1;Július;Balog;;40;robotník;129;124
528331;1;2;Mária;Bartková;;66;konateľka;141;128
528331;1;3;Ladislav;Berta;;52;administratívny pracovník;136;131
528331;1;4;Elemér;Bodor;;48;živnostník;129;220
528331;1;5;Ladislav;Bodor;;39;robotník;129;132
528331;1;6;Gizela;Bodorová;;52;opatrovateľka;111;25
528331;1;7;Zuzana;Cicuová;;44;nezamestnaná;114;21
528331;1;8;Miroslav;Danihel;;30;robotník;129;124
528331;1;9;Arpád;Fényes;;34;robotník;142;41
528331;1;10;Kamila;Horváthová;;43;upratovačka;141;49
528331;1;11;Valentín;Hudák;Ing.;38;príslušník policajného zboru;001;183
528331;1;12;Ján;Kalán;Ing.;47;technik;124;128
528331;1;13;Mária;Kočišová;;46;poštová doručovateľka;119;169
528331;1;14;Bartolomej;Ladič;;51;robotník;129;164
528331;1;15;Michal;Ladič;Bc.;24;študent;135;213
528331;1;16;Rudolf;Ladič;;72;dôchodca;106;57
528331;1;17;Mária;Ladičová;;46;upratovačka;111;54
528331;1;18;Michal;Lénárt;;56;robotník;129;96
528331;1;19;Diana;Lenártová;;31;nezamestnaná;114;17
528331;1;20;Božena;Nagyová;;68;majsterka odborného výcviku;109;74
528331;1;21;Eduard;Oláh;;42;zdravotník;138;32
528331;1;22;Andrea;Oláhová;;36;nezamestnaná;106;29
528331;1;23;Jozef;Olcsváry;;48;živnostník;106;133
528331;1;24;Tibor;Sakač;Ing.;36;vedúci výroby;135;142
528331;1;25;Terézia;Šimonová;;56;upratovačka;136;31
528331;1;26;Lívia;Talpasová;;38;živnostníčka;108;121
528331;1;27;Rudolf;Zeman;;58;robotník;129;92
528340;1;1;Jozef;Bugata;Ing.;47;manažér;135;164
528340;1;2;Igor;Bumbera;;34;policajt;001;202
528340;1;3;Gabriel;Čverčko;Ing.;25;koordinátor,dobrovoľník;135;185
528340;1;4;Ján;Čverčko;;55;SZČO;106;177
528340;1;5;Mária;Domaničová;Mgr.;49;SZČO;106;158
528340;1;6;Alena;Storošková;PhDr.;43;vedúca sestra;106;180
528340;1;7;Miriam;Šiňanská;;44;účtovníčka,prevádzkarka;136;169
528358;1;1;Milan;Fedorčák;;66;dôchodca;106,136;59
528358;1;2;Dana;Hodermarská;Ing.;46;administratívna pracovníčka;106,136;101
528358;1;3;Štefan;Kallai;;30;majster pre opravy;106,136;118
528358;1;4;Marián;Kolesár;Ing.;38;softvérový vývojár;001;110
528358;1;5;Vladimír;Maďar;Ing.;71;dôchodca;001;75
528358;1;6;Peter;Malčický;JUDr.;39;príslušník finančnej správy;001;150
528358;1;7;Imrich;Sokoli;;39;živnostník;001;84
528358;1;8;Patrik;Šimko;;29;robotník;123;76
528366;1;1;Erik;Barna;Bc.;29;finančná správa;001;182
528366;1;2;František;Beca;;51;zamestnanec cestnej údržby;106;123
528366;1;3;Gabriel;Bereš;;52;záchranár;106;203
528366;1;4;Miroslav;Filteš;Mgr.;35;elektromechanik;111;118
528366;1;5;Pavol;Horos;;67;dôchodca;102;68
528366;1;6;Jaroslav;Hrubovský;;60;údržbár;106;142
528366;1;7;Damián;Juroš;;25;kuchár;111;96
528366;1;8;Vladimír;Juroš;Mgr.;58;učiteľ;106;116
528366;1;9;Vladimír;Karička;;44;SZČO;102;81
528366;1;10;Radovan;Litva;;49;skladník;106;212
528366;1;11;Vladimíra;Makulová;;38;predavačka;102;84
528366;1;12;Jaroslav;Pochanič;Ing.;35;štátny zamestnanec;001;117
528366;1;13;Andrej;Puci;;57;konateľ spoločnosti;102;93
528366;1;14;Marcel;Sabovčik;Bc.;43;policajt;001;149
528366;1;15;Miriam;Sabovčiková;;47;starostka obce;135;129
528366;1;16;Milan;Šikora;;61;vodič;106;193
528366;1;17;Jozef;Šimko;;27;asistent učiteľa;106;190
528366;1;18;Štefan;Šimko;;70;kamenár;102;96
528366;1;19;Slavomír;Varga;;40;robotník;102;128
528366;1;20;Helena;Zuskáčová;Ing.;66;dôchodkyňa;111;205
528374;1;1;Michal;Balla;;63;dôchodca;135;62
528374;1;2;Mário;Balog;;42;súkromný podnikateľ;106;68
528374;1;3;Miroslav;Bodnár;Ing.;59;štátny zamestnanec;136;159
528374;1;4;Lukáš;Demeter;;34;nezamestnaný;134;69
528374;1;5;Marek;Džudža;;35;nezamestnaný;134;44
528374;1;6;Ján;Ferenčík;;54;strojný mechanik;111;177
528374;1;7;Martin;Ferenčík;;56;traťmajster;111;158
528374;1;8;Erika;Figeľová;;51;opatrovateľka;106;144
528374;1;9;Jana;Garanská;;39;dobrovoľne nezamestnaná;001;126
528374;1;10;Emília;Himaľová;;46;pomocníčka údržby;134;56
528374;1;11;Peter;Jakab;;47;vozmajster;111;156
528374;1;12;Dalibor;Karička;;31;robotník;134;36
528374;1;13;Eva;Kempecová;Ing.;65;dôchodkyňa;111;119
528374;1;14;Peter;Kozina;;48;údržbár;134;73
528374;1;15;Rudolf;Kozina;;30;nezamestnaný;134;38
528374;1;16;Henrieta;Serbinová;Bc.;46;vychovávateľka;124;33
528374;1;17;Vladimír;Süč;;64;súkromný podnikateľ;111;170
528374;1;18;Slavomír;Tancoš;;41;nezamestnaný;134;32
528382;1;1;Andrej;Bajus;;61;pracovník SBS;137;87
528382;1;2;Jakub;Bajus;Bc.;31;IT špecialista;135;152
528382;1;3;Vladimír;Beneš;;56;podnikateľ;106;143
528382;1;4;Jozef;Bošiak;;47;štátny zamestnanec;106;57
528382;1;5;Róbert;Buzinkai;;34;automechanik;146;111
528382;1;6;Michal;Danko;Mgr.;60;zástupca riaditeľa pre OV;111;112
528382;1;7;Bohuš;Masliš;;33;prevádzkový technik;106;59
528382;1;8;Peter;Pešta;;51;stavebný robotník;111;89
528382;1;9;Milan;Rohaľ;;60;zdravotník;106;48
528382;1;10;Marián;Rusnák;;55;podnikateľ;001;99
528382;1;11;Jaroslav;Sabol;;57;živnostník;106;40
528382;1;12;Slavomír;Šintaj;;48;vodič;120;71
528382;1;13;Ján;Vincenčík;;40;konateľ;139;97
528382;1;14;Jozef;Zibura;;31;SZČO;103;86
528391;1;1;Štefan;Bačo;;43;nezamestnaný;145;31
528391;1;2;Gergő;Egri;Mgr.;36;reformovaný farár;001;39
528391;1;3;Kvetoslava;Galambosová;;36;nezamestnaná;108;8
528391;1;4;Július;Hajtó;;38;skladník;145;37
528391;1;5;Ján;Horňák;;33;nezamestnaný;108;7
528391;1;6;Eszter;Jakub;;33;asistentka;145;55
528391;1;7;Tomáš;Novotný;;52;SZČO;145;53
528391;1;8;Štefan;Olexa;;34;zámočník;145;35
528404;1;1;Andrea;Balogová;;36;opatrovateľka;110;25
528404;1;2;Peter;Becza;;43;montážnik;145;297
528404;1;3;Katarína;Brenyová;;38;opatrovateľka;154;37
528404;1;4;Juraj;Fuksz;;41;zvárač;114;56
528404;1;5;Koloman;Horvát;;53;robotník;129;57
528404;1;6;Ján;Juhász;Ing.;31;výpravca;145;312
528404;1;7;Annamária;Köblösová;;35;účtovníčka;145;222
528404;1;8;Valéria;Kondášová;;58;ekonómka;145;248
528404;1;9;András;Kovács;;55;rušňovodič;145;281
528404;1;10;Mikuláš;Kőváry;;40;ochrankár;114;21
528404;1;11;František;Lakatoš;;55;robotník;129;30
528404;1;12;Karol;Lukáč;;22;bezpečnostný pracovník;108;21
528404;1;13;Karol;Molnár;;62;invalidný dôchodca;114;67
528404;1;14;Erik;Morvay;;39;elektrikár;145;259
528404;1;15;Ladislav;Nagy;;52;strojník;145;238
528404;1;16;Renáta;Pástor;;43;zdravotná sestra;001;145
528404;1;17;Sofia;Porubská;;20;študentka;152;29
528404;1;18;Juraj;Varga;;58;vedúci posunu;114;50
528412;1;1;Vladimír;Daňko;;47;majster výroby;104;77
528412;1;2;Erik;Dragošek;Mgr.;41;vychovávateľ v detskom domove;136;0
528412;1;3;Maroš;Horovský;;46;SZČO;001;94
528412;1;4;Jakub;Hrubovský;Mgr.;26;nezamestnaný;001;82
528412;1;5;Marek;Jenčo;Mgr.;33;učiteľ;116;50
528412;1;6;Ján;Timko;;43;strojár;136;104
528421;1;1;Stanislav;Balog;Bc.;53;policajt;111;128
528421;1;2;Ján;Černej;;53;žeriavnik;111;150
528421;1;3;Matúš;Hrabovský;;30;vojak;111;95
528421;1;4;Rastislav;Kolesár;Bc.;29;elektrikár;111;137
528421;1;5;Ružena;Lukčíková;;54;opatrovateľka;132;100
528421;1;6;Pavol;Palička;Ing., PhD.;33;informatik;111;99
528421;1;7;Tomáš;Rendeš;;36;stolár;111;95
528421;1;8;Jozef;Takáč;;39;živnostník;111;142
528421;1;9;Tomáš;Toma;Ing.;34;starosta;001;94
528439;1;1;Martin;Duč;;50;nezamestnaný;001;53
528439;1;2;Imrich;Fekete;Ing.;45;riaditeľ;001;46
528439;1;3;Beáta;Kočišová;;48;ÚPSVaR;136;70
528439;1;4;Miloš;Leško;;58;reštaurátor;136;58
528439;1;5;Michal;Sinčák;Ing.;69;dôchodca;136;35
528439;1;6;Lenka;Vasilová;Ing.;32;ekonómka;001;50
528439;1;7;Mária;Vasilová;Ing.;63;manažérka bezpečnosti;136;41
528447;1;1;Zoltán;Apacs;;64;súkromný podnikateľ;145;1159
528447;1;2;Rastislav;Čurma;;47;súkromný podnikateľ;152;500
528447;1;3;Tomáš;Dubík;;47;technik prevádzky;119;388
